Sexo;Federación;Comunidad autónoma;periodo;Total
TOTAL;Actividades Subacuáticas;Cataluña;2013;5.936
TOTAL;Actividades Subacuáticas;Cataluña;2012;7.332
TOTAL;Actividades Subacuáticas;Cataluña;2011;7.853
TOTAL;Actividades Subacuáticas;Cataluña;2010;8.428
TOTAL;Actividades Subacuáticas;Cataluña;2009;9.280
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2024;3.479
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2023;3.835
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2022;4.107
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2021;4.081
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2020;4.199
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2019;3.421
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2018;3.568
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2017;3.258
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2016;3.210
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2015;3.367
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2014;3.578
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2013;3.480
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2012;3.583
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2011;4.237
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2010;3.503
TOTAL;Actividades Subacuáticas;Comunitat Valenciana;2009;3.819
TOTAL;Actividades Subacuáticas;Extremadura;2024;192
TOTAL;Actividades Subacuáticas;Extremadura;2023;232
TOTAL;Actividades Subacuáticas;Extremadura;2022;163
TOTAL;Actividades Subacuáticas;Extremadura;2021;148
TOTAL;Actividades Subacuáticas;Extremadura;2020;141
TOTAL;Actividades Subacuáticas;Extremadura;2019;149
TOTAL;Actividades Subacuáticas;Extremadura;2018;133
TOTAL;Actividades Subacuáticas;Extremadura;2017;113
TOTAL;Actividades Subacuáticas;Extremadura;2016;130
TOTAL;Actividades Subacuáticas;Extremadura;2015;125
TOTAL;Actividades Subacuáticas;Extremadura;2014;88
TOTAL;Actividades Subacuáticas;Extremadura;2013;68
TOTAL;Actividades Subacuáticas;Extremadura;2012;111
TOTAL;Actividades Subacuáticas;Extremadura;2011;163
TOTAL;Actividades Subacuáticas;Extremadura;2010;122
TOTAL;Actividades Subacuáticas;Extremadura;2009;119
TOTAL;Actividades Subacuáticas;Galicia;2024;3.612
TOTAL;Actividades Subacuáticas;Galicia;2023;3.753
TOTAL;Actividades Subacuáticas;Galicia;2022;3.871
TOTAL;Actividades Subacuáticas;Galicia;2021;4.092
TOTAL;Actividades Subacuáticas;Galicia;2020;4.369
TOTAL;Actividades Subacuáticas;Galicia;2019;3.666
TOTAL;Actividades Subacuáticas;Galicia;2018;3.703
TOTAL;Actividades Subacuáticas;Galicia;2017;3.483
TOTAL;Actividades Subacuáticas;Galicia;2016;3.388
TOTAL;Actividades Subacuáticas;Galicia;2015;2.975
TOTAL;Actividades Subacuáticas;Galicia;2014;4.563
TOTAL;Actividades Subacuáticas;Galicia;2013;5.769
TOTAL;Actividades Subacuáticas;Galicia;2012;5.802
TOTAL;Actividades Subacuáticas;Galicia;2011;6.397
TOTAL;Actividades Subacuáticas;Galicia;2010;7.257
TOTAL;Actividades Subacuáticas;Galicia;2009;6.364
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2024;1.536
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2023;1.386
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2022;1.557
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2021;1.550
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2020;1.032
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2019;1.234
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2018;1.185
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2017;1.125
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2016;1.086
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2015;1.534
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2014;1.144
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2013;996
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2012;977
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2011;1.082
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2010;1.105
TOTAL;Actividades Subacuáticas;Madrid, Comunidad de;2009;1.217
TOTAL;Actividades Subacuáticas;Murcia, Región de;2024;2.278
TOTAL;Actividades Subacuáticas;Murcia, Región de;2023;2.293
TOTAL;Actividades Subacuáticas;Murcia, Región de;2022;2.552
TOTAL;Actividades Subacuáticas;Murcia, Región de;2021;2.428
TOTAL;Actividades Subacuáticas;Murcia, Región de;2020;2.399
TOTAL;Actividades Subacuáticas;Murcia, Región de;2019;1.926
TOTAL;Actividades Subacuáticas;Murcia, Región de;2018;1.859
TOTAL;Actividades Subacuáticas;Murcia, Región de;2017;1.762
TOTAL;Actividades Subacuáticas;Murcia, Región de;2016;1.779
TOTAL;Actividades Subacuáticas;Murcia, Región de;2015;1.811
TOTAL;Actividades Subacuáticas;Murcia, Región de;2014;1.822
TOTAL;Actividades Subacuáticas;Murcia, Región de;2013;1.697
TOTAL;Actividades Subacuáticas;Murcia, Región de;2012;1.651
TOTAL;Actividades Subacuáticas;Murcia, Región de;2011;1.761
TOTAL;Actividades Subacuáticas;Murcia, Región de;2010;1.696
TOTAL;Actividades Subacuáticas;Murcia, Región de;2009;1.505
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2024;396
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2023;376
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2022;325
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2021;300
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2020;243
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2019;291
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2018;291
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2017;298
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2016;261
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2015;258
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2014;239
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2013;256
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2012;291
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2011;281
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2010;281
TOTAL;Actividades Subacuáticas;Navarra, Comunidad Foral de;2009;229
TOTAL;Actividades Subacuáticas;País Vasco;2024;2.464
TOTAL;Actividades Subacuáticas;País Vasco;2023;2.372
TOTAL;Actividades Subacuáticas;País Vasco;2022;2.332
TOTAL;Actividades Subacuáticas;País Vasco;2021;2.393
TOTAL;Actividades Subacuáticas;País Vasco;2020;2.288
TOTAL;Actividades Subacuáticas;País Vasco;2019;2.287
TOTAL;Actividades Subacuáticas;País Vasco;2018;2.174
TOTAL;Actividades Subacuáticas;País Vasco;2017;2.089
TOTAL;Actividades Subacuáticas;País Vasco;2016;2.132
TOTAL;Actividades Subacuáticas;País Vasco;2015;2.671
TOTAL;Actividades Subacuáticas;País Vasco;2014;2.210
TOTAL;Actividades Subacuáticas;País Vasco;2013;2.383
TOTAL;Actividades Subacuáticas;País Vasco;2012;2.504
TOTAL;Actividades Subacuáticas;País Vasco;2011;2.713
TOTAL;Actividades Subacuáticas;País Vasco;2010;2.755
TOTAL;Actividades Subacuáticas;País Vasco;2009;2.949
TOTAL;Actividades Subacuáticas;Rioja, La;2024;61
TOTAL;Actividades Subacuáticas;Rioja, La;2023;68
TOTAL;Actividades Subacuáticas;Rioja, La;2022;82
TOTAL;Actividades Subacuáticas;Rioja, La;2021;55
TOTAL;Actividades Subacuáticas;Rioja, La;2020;31
TOTAL;Actividades Subacuáticas;Rioja, La;2019;61
TOTAL;Actividades Subacuáticas;Rioja, La;2018;48
TOTAL;Actividades Subacuáticas;Rioja, La;2017;33
TOTAL;Actividades Subacuáticas;Rioja, La;2016;40
TOTAL;Actividades Subacuáticas;Rioja, La;2015;32
TOTAL;Actividades Subacuáticas;Rioja, La;2014;16
TOTAL;Actividades Subacuáticas;Rioja, La;2013;42
TOTAL;Actividades Subacuáticas;Rioja, La;2012;32
TOTAL;Actividades Subacuáticas;Rioja, La;2011;32
TOTAL;Actividades Subacuáticas;Rioja, La;2010;32
TOTAL;Actividades Subacuáticas;Rioja, La;2009;36
TOTAL;Actividades Subacuáticas;Ceuta;2024;74
TOTAL;Actividades Subacuáticas;Ceuta;2023;143
TOTAL;Actividades Subacuáticas;Ceuta;2022;101
TOTAL;Actividades Subacuáticas;Ceuta;2021;99
TOTAL;Actividades Subacuáticas;Ceuta;2020;135
TOTAL;Actividades Subacuáticas;Ceuta;2019;103
TOTAL;Actividades Subacuáticas;Ceuta;2018;97
TOTAL;Actividades Subacuáticas;Ceuta;2017;120
TOTAL;Actividades Subacuáticas;Ceuta;2016;152
TOTAL;Actividades Subacuáticas;Ceuta;2015;175
TOTAL;Actividades Subacuáticas;Ceuta;2014;181
TOTAL;Actividades Subacuáticas;Ceuta;2013;230
TOTAL;Actividades Subacuáticas;Ceuta;2012;180
TOTAL;Actividades Subacuáticas;Ceuta;2011;199
TOTAL;Actividades Subacuáticas;Ceuta;2010;221
TOTAL;Actividades Subacuáticas;Ceuta;2009;226
TOTAL;Actividades Subacuáticas;Melilla;2024;322
TOTAL;Actividades Subacuáticas;Melilla;2023;347
TOTAL;Actividades Subacuáticas;Melilla;2022;326
TOTAL;Actividades Subacuáticas;Melilla;2021;320
TOTAL;Actividades Subacuáticas;Melilla;2020;318
TOTAL;Actividades Subacuáticas;Melilla;2019;177
TOTAL;Actividades Subacuáticas;Melilla;2018;182
TOTAL;Actividades Subacuáticas;Melilla;2017;158
TOTAL;Actividades Subacuáticas;Melilla;2016;125
TOTAL;Actividades Subacuáticas;Melilla;2015;173
TOTAL;Actividades Subacuáticas;Melilla;2014;143
TOTAL;Actividades Subacuáticas;Melilla;2013;140
TOTAL;Actividades Subacuáticas;Melilla;2012;187
TOTAL;Actividades Subacuáticas;Melilla;2011;144
TOTAL;Actividades Subacuáticas;Melilla;2010;130
TOTAL;Actividades Subacuáticas;Melilla;2009;123
TOTAL;Actividades Subacuáticas;Sin territorializar;2024;11
TOTAL;Actividades Subacuáticas;Sin territorializar;2023;14
TOTAL;Actividades Subacuáticas;Sin territorializar;2022;11
TOTAL;Actividades Subacuáticas;Sin territorializar;2021;14
TOTAL;Actividades Subacuáticas;Sin territorializar;2020;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2019;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2018;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2017;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2016;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2015;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2014;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2013;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2012;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2011;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2010;0
TOTAL;Actividades Subacuáticas;Sin territorializar;2009;0
TOTAL;Aeronáutica;TOTAL;2024;12.087
TOTAL;Aeronáutica;TOTAL;2023;12.346
TOTAL;Aeronáutica;TOTAL;2022;12.326
TOTAL;Aeronáutica;TOTAL;2021;11.138
TOTAL;Aeronáutica;TOTAL;2020;11.051
TOTAL;Aeronáutica;TOTAL;2019;12.755
TOTAL;Aeronáutica;TOTAL;2018;9.557
TOTAL;Aeronáutica;TOTAL;2017;8.246
TOTAL;Aeronáutica;TOTAL;2016;8.079
TOTAL;Aeronáutica;TOTAL;2015;8.985
TOTAL;Aeronáutica;TOTAL;2014;10.046
TOTAL;Aeronáutica;TOTAL;2013;4.294
TOTAL;Aeronáutica;TOTAL;2012;6.701
TOTAL;Aeronáutica;TOTAL;2011;10.350
TOTAL;Aeronáutica;TOTAL;2010;13.004
TOTAL;Aeronáutica;TOTAL;2009;11.375
TOTAL;Aeronáutica;Andalucía;2024;756
TOTAL;Aeronáutica;Andalucía;2023;798
TOTAL;Aeronáutica;Andalucía;2022;1.046
TOTAL;Aeronáutica;Andalucía;2021;925
TOTAL;Aeronáutica;Andalucía;2020;815
TOTAL;Aeronáutica;Andalucía;2019;1.700
TOTAL;Aeronáutica;Andalucía;2018;602
TOTAL;Aeronáutica;Andalucía;2017;601
TOTAL;Aeronáutica;Andalucía;2016;438
TOTAL;Aeronáutica;Andalucía;2015;1.660
TOTAL;Aeronáutica;Andalucía;2014;1.455
TOTAL;Aeronáutica;Andalucía;2013;210
TOTAL;Aeronáutica;Andalucía;2012;217
TOTAL;Aeronáutica;Andalucía;2011;134
TOTAL;Aeronáutica;Andalucía;2010;235
TOTAL;Aeronáutica;Andalucía;2009;215
TOTAL;Aeronáutica;Aragón;2024;461
TOTAL;Aeronáutica;Aragón;2023;538
TOTAL;Aeronáutica;Aragón;2022;534
TOTAL;Aeronáutica;Aragón;2021;471
TOTAL;Aeronáutica;Aragón;2020;556
TOTAL;Aeronáutica;Aragón;2019;471
TOTAL;Aeronáutica;Aragón;2018;475
TOTAL;Aeronáutica;Aragón;2017;476
TOTAL;Aeronáutica;Aragón;2016;492
TOTAL;Aeronáutica;Aragón;2015;527
TOTAL;Aeronáutica;Aragón;2014;601
TOTAL;Aeronáutica;Aragón;2013;614
TOTAL;Aeronáutica;Aragón;2012;723
TOTAL;Aeronáutica;Aragón;2011;444
TOTAL;Aeronáutica;Aragón;2010;783
TOTAL;Aeronáutica;Aragón;2009;642
TOTAL;Aeronáutica;Asturias, Principado de;2024;152
TOTAL;Aeronáutica;Asturias, Principado de;2023;183
TOTAL;Aeronáutica;Asturias, Principado de;2022;211
TOTAL;Aeronáutica;Asturias, Principado de;2021;208
TOTAL;Aeronáutica;Asturias, Principado de;2020;151
TOTAL;Aeronáutica;Asturias, Principado de;2019;141
TOTAL;Aeronáutica;Asturias, Principado de;2018;146
TOTAL;Aeronáutica;Asturias, Principado de;2017;209
TOTAL;Aeronáutica;Asturias, Principado de;2016;223
TOTAL;Aeronáutica;Asturias, Principado de;2015;192
TOTAL;Aeronáutica;Asturias, Principado de;2014;190
TOTAL;Aeronáutica;Asturias, Principado de;2013;205
TOTAL;Aeronáutica;Asturias, Principado de;2012;224
TOTAL;Aeronáutica;Asturias, Principado de;2011;225
TOTAL;Aeronáutica;Asturias, Principado de;2010;210
TOTAL;Aeronáutica;Asturias, Principado de;2009;330
TOTAL;Aeronáutica;Balears, Illes;2024;93
TOTAL;Aeronáutica;Balears, Illes;2023;101
TOTAL;Aeronáutica;Balears, Illes;2022;88
TOTAL;Aeronáutica;Balears, Illes;2021;149
TOTAL;Aeronáutica;Balears, Illes;2020;0
TOTAL;Aeronáutica;Balears, Illes;2019;0
TOTAL;Aeronáutica;Balears, Illes;2018;0
TOTAL;Aeronáutica;Balears, Illes;2017;127
TOTAL;Aeronáutica;Balears, Illes;2016;146
TOTAL;Aeronáutica;Balears, Illes;2015;141
TOTAL;Aeronáutica;Balears, Illes;2014;0
TOTAL;Aeronáutica;Balears, Illes;2013;17
TOTAL;Aeronáutica;Balears, Illes;2012;24
TOTAL;Aeronáutica;Balears, Illes;2011;62
TOTAL;Aeronáutica;Balears, Illes;2010;41
TOTAL;Aeronáutica;Balears, Illes;2009;18
TOTAL;Aeronáutica;Canarias;2024;550
TOTAL;Aeronáutica;Canarias;2023;459
TOTAL;Aeronáutica;Canarias;2022;479
TOTAL;Aeronáutica;Canarias;2021;529
TOTAL;Aeronáutica;Canarias;2020;460
TOTAL;Aeronáutica;Canarias;2019;486
TOTAL;Aeronáutica;Canarias;2018;488
TOTAL;Aeronáutica;Canarias;2017;492
TOTAL;Aeronáutica;Canarias;2016;514
TOTAL;Aeronáutica;Canarias;2015;512
TOTAL;Aeronáutica;Canarias;2014;523
TOTAL;Aeronáutica;Canarias;2013;618
TOTAL;Aeronáutica;Canarias;2012;451
TOTAL;Aeronáutica;Canarias;2011;433
TOTAL;Aeronáutica;Canarias;2010;813
TOTAL;Aeronáutica;Canarias;2009;78
TOTAL;Aeronáutica;Cantabria;2024;75
TOTAL;Aeronáutica;Cantabria;2023;85
TOTAL;Aeronáutica;Cantabria;2022;45
TOTAL;Aeronáutica;Cantabria;2021;79
TOTAL;Aeronáutica;Cantabria;2020;78
TOTAL;Aeronáutica;Cantabria;2019;78
TOTAL;Aeronáutica;Cantabria;2018;94
TOTAL;Aeronáutica;Cantabria;2017;126
TOTAL;Aeronáutica;Cantabria;2016;109
TOTAL;Aeronáutica;Cantabria;2015;144
TOTAL;Aeronáutica;Cantabria;2014;161
TOTAL;Aeronáutica;Cantabria;2013;138
TOTAL;Aeronáutica;Cantabria;2012;168
TOTAL;Aeronáutica;Cantabria;2011;168
TOTAL;Aeronáutica;Cantabria;2010;176
TOTAL;Aeronáutica;Cantabria;2009;25
TOTAL;Aeronáutica;Castilla y León;2024;425
TOTAL;Aeronáutica;Castilla y León;2023;389
TOTAL;Aeronáutica;Castilla y León;2022;428
TOTAL;Aeronáutica;Castilla y León;2021;366
TOTAL;Aeronáutica;Castilla y León;2020;355
TOTAL;Aeronáutica;Castilla y León;2019;358
TOTAL;Aeronáutica;Castilla y León;2018;303
TOTAL;Aeronáutica;Castilla y León;2017;67
TOTAL;Aeronáutica;Castilla y León;2016;48
TOTAL;Aeronáutica;Castilla y León;2015;47
TOTAL;Aeronáutica;Castilla y León;2014;66
TOTAL;Aeronáutica;Castilla y León;2013;26
TOTAL;Aeronáutica;Castilla y León;2012;81
TOTAL;Aeronáutica;Castilla y León;2011;200
TOTAL;Aeronáutica;Castilla y León;2010;435
TOTAL;Aeronáutica;Castilla y León;2009;677
TOTAL;Aeronáutica;Castilla-La Mancha;2024;590
TOTAL;Aeronáutica;Castilla-La Mancha;2023;817
TOTAL;Aeronáutica;Castilla-La Mancha;2022;830
TOTAL;Aeronáutica;Castilla-La Mancha;2021;858
TOTAL;Aeronáutica;Castilla-La Mancha;2020;869
TOTAL;Aeronáutica;Castilla-La Mancha;2019;857
TOTAL;Aeronáutica;Castilla-La Mancha;2018;805
TOTAL;Aeronáutica;Castilla-La Mancha;2017;780
TOTAL;Aeronáutica;Castilla-La Mancha;2016;910
TOTAL;Aeronáutica;Castilla-La Mancha;2015;1.027
TOTAL;Aeronáutica;Castilla-La Mancha;2014;968
TOTAL;Aeronáutica;Castilla-La Mancha;2013;239
TOTAL;Aeronáutica;Castilla-La Mancha;2012;225
TOTAL;Aeronáutica;Castilla-La Mancha;2011;777
TOTAL;Aeronáutica;Castilla-La Mancha;2010;742
TOTAL;Aeronáutica;Castilla-La Mancha;2009;982
TOTAL;Aeronáutica;Cataluña;2024;2.874
TOTAL;Aeronáutica;Cataluña;2023;2.891
TOTAL;Aeronáutica;Cataluña;2022;2.638
TOTAL;Aeronáutica;Cataluña;2021;2.360
TOTAL;Aeronáutica;Cataluña;2020;2.022
TOTAL;Aeronáutica;Cataluña;2019;2.835
TOTAL;Aeronáutica;Cataluña;2018;1.371
TOTAL;Aeronáutica;Cataluña;2017;2.012
TOTAL;Aeronáutica;Cataluña;2016;1.786
TOTAL;Aeronáutica;Cataluña;2015;1.358
TOTAL;Aeronáutica;Cataluña;2014;2.883
TOTAL;Aeronáutica;Cataluña;2013;492
TOTAL;Aeronáutica;Cataluña;2012;2.890
TOTAL;Aeronáutica;Cataluña;2011;3.091
TOTAL;Aeronáutica;Cataluña;2010;3.034
TOTAL;Aeronáutica;Cataluña;2009;597
TOTAL;Aeronáutica;Comunitat Valenciana;2024;1.820
TOTAL;Aeronáutica;Comunitat Valenciana;2023;1.699
TOTAL;Aeronáutica;Comunitat Valenciana;2022;1.621
TOTAL;Aeronáutica;Comunitat Valenciana;2021;1.513
TOTAL;Aeronáutica;Comunitat Valenciana;2020;1.550
TOTAL;Aeronáutica;Comunitat Valenciana;2019;1.564
TOTAL;Aeronáutica;Comunitat Valenciana;2018;1.484
TOTAL;Aeronáutica;Comunitat Valenciana;2017;1.614
TOTAL;Aeronáutica;Comunitat Valenciana;2016;1.702
TOTAL;Aeronáutica;Comunitat Valenciana;2015;1.779
TOTAL;Aeronáutica;Comunitat Valenciana;2014;1.780
TOTAL;Aeronáutica;Comunitat Valenciana;2013;175
TOTAL;Aeronáutica;Comunitat Valenciana;2012;159
TOTAL;Aeronáutica;Comunitat Valenciana;2011;877
TOTAL;Aeronáutica;Comunitat Valenciana;2010;1.616
TOTAL;Aeronáutica;Comunitat Valenciana;2009;2.165
TOTAL;Aeronáutica;Extremadura;2024;247
TOTAL;Aeronáutica;Extremadura;2023;256
TOTAL;Aeronáutica;Extremadura;2022;258
TOTAL;Aeronáutica;Extremadura;2021;235
TOTAL;Aeronáutica;Extremadura;2020;275
TOTAL;Aeronáutica;Extremadura;2019;261
TOTAL;Aeronáutica;Extremadura;2018;263
TOTAL;Aeronáutica;Extremadura;2017;241
TOTAL;Aeronáutica;Extremadura;2016;292
TOTAL;Aeronáutica;Extremadura;2015;334
TOTAL;Aeronáutica;Extremadura;2014;323
TOTAL;Aeronáutica;Extremadura;2013;410
TOTAL;Aeronáutica;Extremadura;2012;432
TOTAL;Aeronáutica;Extremadura;2011;428
TOTAL;Aeronáutica;Extremadura;2010;333
TOTAL;Aeronáutica;Extremadura;2009;384
TOTAL;Aeronáutica;Galicia;2024;424
TOTAL;Aeronáutica;Galicia;2023;377
TOTAL;Aeronáutica;Galicia;2022;364
TOTAL;Aeronáutica;Galicia;2021;535
TOTAL;Aeronáutica;Galicia;2020;520
TOTAL;Aeronáutica;Galicia;2019;466
TOTAL;Aeronáutica;Galicia;2018;412
TOTAL;Aeronáutica;Galicia;2017;213
TOTAL;Aeronáutica;Galicia;2016;174
TOTAL;Aeronáutica;Galicia;2015;188
TOTAL;Aeronáutica;Galicia;2014;38
TOTAL;Aeronáutica;Galicia;2013;41
TOTAL;Aeronáutica;Galicia;2012;41
TOTAL;Aeronáutica;Galicia;2011;167
TOTAL;Aeronáutica;Galicia;2010;467
TOTAL;Aeronáutica;Galicia;2009;827
TOTAL;Aeronáutica;Madrid, Comunidad de;2024;2.407
TOTAL;Aeronáutica;Madrid, Comunidad de;2023;2.335
TOTAL;Aeronáutica;Madrid, Comunidad de;2022;2.348
TOTAL;Aeronáutica;Madrid, Comunidad de;2021;1.484
TOTAL;Aeronáutica;Madrid, Comunidad de;2020;2.044
TOTAL;Aeronáutica;Madrid, Comunidad de;2019;2.163
TOTAL;Aeronáutica;Madrid, Comunidad de;2018;1.878
TOTAL;Aeronáutica;Madrid, Comunidad de;2017;453
TOTAL;Aeronáutica;Madrid, Comunidad de;2016;258
TOTAL;Aeronáutica;Madrid, Comunidad de;2015;207
TOTAL;Aeronáutica;Madrid, Comunidad de;2014;171
TOTAL;Aeronáutica;Madrid, Comunidad de;2013;196
TOTAL;Aeronáutica;Madrid, Comunidad de;2012;239
TOTAL;Aeronáutica;Madrid, Comunidad de;2011;2.174
TOTAL;Aeronáutica;Madrid, Comunidad de;2010;2.742
TOTAL;Aeronáutica;Madrid, Comunidad de;2009;2.903
TOTAL;Aeronáutica;Murcia, Región de;2024;339
TOTAL;Aeronáutica;Murcia, Región de;2023;595
TOTAL;Aeronáutica;Murcia, Región de;2022;526
TOTAL;Aeronáutica;Murcia, Región de;2021;514
TOTAL;Aeronáutica;Murcia, Región de;2020;497
TOTAL;Aeronáutica;Murcia, Región de;2019;548
TOTAL;Aeronáutica;Murcia, Región de;2018;566
TOTAL;Aeronáutica;Murcia, Región de;2017;560
TOTAL;Aeronáutica;Murcia, Región de;2016;673
TOTAL;Aeronáutica;Murcia, Región de;2015;606
TOTAL;Aeronáutica;Murcia, Región de;2014;554
TOTAL;Aeronáutica;Murcia, Región de;2013;552
TOTAL;Aeronáutica;Murcia, Región de;2012;494
TOTAL;Aeronáutica;Murcia, Región de;2011;493
TOTAL;Aeronáutica;Murcia, Región de;2010;541
TOTAL;Aeronáutica;Murcia, Región de;2009;640
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2024;253
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2023;170
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2022;193
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2021;191
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2020;143
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2019;126
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2018;124
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2017;115
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2016;127
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2015;98
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2014;115
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2013;131
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2012;128
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2011;176
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2010;136
TOTAL;Aeronáutica;Navarra, Comunidad Foral de;2009;38
TOTAL;Aeronáutica;País Vasco;2024;446
TOTAL;Aeronáutica;País Vasco;2023;474
TOTAL;Aeronáutica;País Vasco;2022;542
TOTAL;Aeronáutica;País Vasco;2021;539
TOTAL;Aeronáutica;País Vasco;2020;545
TOTAL;Aeronáutica;País Vasco;2019;532
TOTAL;Aeronáutica;País Vasco;2018;397
TOTAL;Aeronáutica;País Vasco;2017;10
TOTAL;Aeronáutica;País Vasco;2016;37
TOTAL;Aeronáutica;País Vasco;2015;11
TOTAL;Aeronáutica;País Vasco;2014;60
TOTAL;Aeronáutica;País Vasco;2013;59
TOTAL;Aeronáutica;País Vasco;2012;40
TOTAL;Aeronáutica;País Vasco;2011;330
TOTAL;Aeronáutica;País Vasco;2010;657
TOTAL;Aeronáutica;País Vasco;2009;815
TOTAL;Aeronáutica;Rioja, La;2024;175
TOTAL;Aeronáutica;Rioja, La;2023;179
TOTAL;Aeronáutica;Rioja, La;2022;175
TOTAL;Aeronáutica;Rioja, La;2021;182
TOTAL;Aeronáutica;Rioja, La;2020;171
TOTAL;Aeronáutica;Rioja, La;2019;169
TOTAL;Aeronáutica;Rioja, La;2018;149
TOTAL;Aeronáutica;Rioja, La;2017;150
TOTAL;Aeronáutica;Rioja, La;2016;150
TOTAL;Aeronáutica;Rioja, La;2015;154
TOTAL;Aeronáutica;Rioja, La;2014;158
TOTAL;Aeronáutica;Rioja, La;2013;171
TOTAL;Aeronáutica;Rioja, La;2012;165
TOTAL;Aeronáutica;Rioja, La;2011;170
TOTAL;Aeronáutica;Rioja, La;2010;23
